year,name,college,height_in,weight_lbs,hand_size_in,arm_length_in,40_yard,bench_press,vert_leap_in,broad_jump_in,shuttle,3cone,60yd_shuttle,bodytype,pos,seasons,wAV,games,round,overall,pick,Fitzgerald-Spielberger,Johnson,Schuckers,ras,tsa
2016,Vadal Alexander,Louisiana State,77.25,326,10.5,35.25,5.57,25,24,95,4.9,8.04,,BIG,OL,2,6,24,7,234,3.469,2.524
2016,Vernon Butler,Louisiana Tech,75.63,323,10.75,35.13,5.33,26,29.5,104,4.76,7.82,,BIG,DL,7,13,77,1,30,30,1276,620,696,4.847,3.446
2016,Vincent Valentine,Nebraska,75.63,329,9.63,33.13,5.19,17,29,110,4.59,8.03,,BIG,DL,3,2,16,3,96,32,687,116,305,4.492,2.692
2016,Wendell Smallwood,West Virginia,70.5,208,9.25,30.5,4.47,14,33.5,120,4.28,6.83,11.14,STRONG,RB,6,10,56,5,153,25,451,30,160,5.223,2.265
2016,Will Fuller,Notre Dame,72.13,186,8.25,30.75,4.32,10,33.5,126,4.27,6.93,11.44,SKILL,WR,6,24,55,1,21,21,1457,800,781,5.344,2.638
2016,Willie Beavers,Western Michigan,76.63,321,9.5,33.5,5.28,20,25.5,103,4.71,7.96,,BIG,OL,1,0,2,4,121,25,570,52,227,3.820,2.358
2016,Willie Henry,Michigan,74.75,303,10.88,33.38,5,28,30.5,110,4.53,7.57,,BIG,DL,5,4,18,4,132,4,526,40,202,6.490,3.914
2016,Xavien Howard,Baylor,72.13,201,9.13,31.25,4.58,11,33,122,4.15,7.18,,SKILL,DB,8,56,100,2,38,6,1157,520,628,4.431,2.545
2016,Yannick Ngakoue,Maryland,74,252,9.5,32.5,4.75,26,34.5,118,4.5,7.35,,BIG,DL,8,50,123,3,69,5,854,245,427,6.764,3.796
2017,Aaron Jones,Texas-El Paso,69.13,208,9.5,32.5,4.56,16,37.5,127,4.2,6.82,,STRONG,RB,7,56,97,5,182,22,363,19,137,5.848,2.902
2017,Adam Bisnowaty,Pittsburgh,77.63,304,11.38,33.88,5.23,23,29.5,96,4.94,8.02,,BIG,OL,1,0,1,6,200,8,315,11,134,4.091,2.744
2017,Adam Shaheen,Ashland (OH),77.75,278,9.63,33.5,4.79,24,32.5,121,4.38,7.09,,STRONG,TE,5,4,55,2,45,13,1071,450,574,6.426,4.728
2017,Al-Quadin Muhammad,Miami (FL),75.25,253,9.38,33.25,4.88,22,30.5,117,4.37,7.25,,BIG,DL,6,17,84,6,196,4,325,13,135,6.157,3.136
2017,Avery Moss,Youngstown State (OH),75.13,264,10.38,34.5,4.79,14,32.5,114,4.62,7.25,,BIG,DL,3,4,22,5,167,7,406,25,144,5.440,2.588
2017,Ben Gedeon,Michigan,73.63,244,10,32.63,4.75,27,34.5,119,4.39,6.98,11.84,STRONG,LB,3,15,39,4,120,24,574,54,229,6.405,4.477
2017,Brendan Langley,Lamar (TX),72.25,201,9.5,32,4.43,22,35.5,123,4.21,7.06,,SKILL,DB,2,1,16,3,101,5,661,96,286,7.061,4.514
2017,Brian Allen,Utah,74.88,215,10,34,4.48,15,34.5,117,4.34,6.64,,SKILL,DB,5,1,20,5,173,13,388,22,140,6.509,3.978
2017,Brian Hill,Wyoming,72.63,219,8.88,31.38,4.54,15,34,125,4.32,7.03,,STRONG,RB,5,9,48,5,156,28,441,29,155,5.413,2.781
2017,Budda Baker,Washington,69.63,195,9,30.75,4.45,15,32.5,115,4.08,6.76,,SKILL,DB,7,51,105,2,36,4,1184,540,644,5.614,2.599
2017,Caleb Brantley,Florida,74.63,307,9.75,32,5.14,21,27,105,4.5,7.66,,BIG,DL,3,2,20,6,185,25,354,17,137,4.580,2.306
2017,Chad Hansen,California,73.75,202,10.13,32.13,4.53,11,35,119,4.13,6.74,11.17,SKILL,WR,4,3,20,4,141,13,492,36,183,5.739,3.119
2017,Chase Roullier,Wyoming,75.75,312,9.5,32.25,5.54,19,26.5,97,4.47,7.6,,BIG,OL,6,24,69,6,199,7,318,12,135,3.433,1.732
2017,Chidobe Awuzie,Colorado,71.75,202,8.5,30.63,4.43,16,34.5,132,4.14,6.81,,SKILL,DB,7,25,86,2,60,28,925,300,477,7.023,4.07
2017,Christian McCaffrey,Stanford,71.25,202,9,30,4.48,10,37.5,121,4.22,6.57,11.03,STRONG,RB,7,72,91,1,8,8,1946,1400,918,5.632,2.637
2017,Chuck Clark,Virginia Tech,71.63,208,9,32.25,4.54,16,34,122,4.07,6.85,11.62,SKILL,DB,6,27,96,6,186,26,352,17,137,6.330,3.754
2017,Cordrea Tankersley,Clemson,72.75,199,9.13,32.25,4.4,13,29.5,121,4.32,7,,SKILL,DB,4,4,19,3,97,1,682,112,301,5.261,2.758
2017,Curtis Samuel,Ohio State,71,196,9.5,31.25,4.31,18,37,119,4.33,7.09,,SKILL,WR,7,27,91,2,40,8,1131,500,612,6.246,3.859
2017,D.J. Jones,Mississippi,72.63,319,10.25,32.5,5.04,25,28.5,108,4.66,7.73,,BIG,DL,7,34,92,6,198,6,320,12,135,5.450,3.215
2017,Daeshon Hall,Texas A&M,77.38,266,9.63,35,4.76,18,36,123,4.63,7.03,,BIG,DL,3,1,13,3,77,13,799,205,388,6.497,3.632
2017,Dalvin Cook,Florida State,71.13,210,9.25,32.38,4.49,22,30.5,116,4.53,7.27,,STRONG,RB,7,52,88,2,41,9,1118,490,604,4.777,2.607
2017,Dan Feeney,Indiana,76,305,10.25,33.38,5.24,26,28,101,4.68,7.52,,BIG,OL,7,32,112,3,71,7,840,235,417,5.035,3.123
2017,Danny Isidora,Miami (FL),75.25,306,9.88,33,5.03,26,29,94,4.9,8.13,,BIG,OL,5,4,31,5,180,20,368,19,137,4.549,2.773
2017,David Njoku,Miami (FL),75.75,246,10,35.25,4.64,21,37.5,133,4.34,6.97,,STRONG,TE,7,24,95,1,29,29,1294,640,705,7.241,4.864
2017,David Sharpe,Florida,77.75,343,10,35.38,5.44,19,20.5,97,4.78,7.87,,BIG,OL,7,4,45,4,129,1,537,43,209,3.191,1.999
2017,Dion Dawkins,Temple,75.88,314,9.88,35,5.11,26,26,106,4.78,7.3,,BIG,OL,7,56,112,2,63,31,900,276,460,5.637,3.415
2017,Elijah McGuire,Louisiana-Lafayette,69.75,214,9,31,4.53,15,36,120,4.56,7.26,,STRONG,RB,2,6,24,6,188,28,346,16,137,4.344,2.232
2017,Elijah Qualls,Washington,73.13,313,9.38,30.63,5.13,33,31.5,105,4.57,7.65,,BIG,DL,1,1,6,6,214,22,281,6,130,6.211,3.994
2017,Ethan Pocic,Louisiana State,78,310,10.13,33.13,5.15,26,27,107,4.81,7.89,,BIG,OL,7,28,85,2,58,26,942,320,489,5.427,3.707
2017,Evan Engram,Mississippi,75.13,234,10,33.5,4.42,19,36,125,4.23,6.92,,STRONG,TE,7,33,99,1,23,23,1411,760,761,7.393,4.408
2017,Forrest Lamp,Western Kentucky,75.75,309,10.63,32.25,5,34,27.5,111,4.62,7.55,,BIG,OL,5,8,26,2,38,6,1157,520,628,6.818,4.334
2017,Gareon Conley,Ohio State,72.25,195,9.5,33,4.44,11,37,129,4.18,6.68,,SKILL,DB,3,9,31,1,24,24,1389,740,752,6.354,3.432
2017,Gerald Everett,South Alabama,74.75,239,8.5,33,4.62,22,37.5,126,4.33,6.99,11.57,STRONG,TE,7,22,107,2,44,12,1082,460,581,7.139,4.699
2017,Isaac Asiata,Utah,75.13,323,10.38,33.75,5.34,35,25.5,102,4.93,7.83,,BIG,OL,2,0,2,5,164,4,416,26,146,4.613,3.379
2017,Isaiah Ford,Virginia Tech,73.25,194,9.25,32.63,4.61,14,35.5,127,4.34,6.94,,SKILL,WR,5,5,32,7,237,5.174,3.451
2017,Jaleel Johnson,Iowa,74.88,316,9.63,33.25,5.38,19,28,100,4.75,7.64,,BIG,DL,7,16,86,4,109,13,623,76,259,3.314,1.854
2017,Jalen Myrick,Minnesota,69.63,200,8.75,31.63,4.28,13,37.5,124,4.22,7.06,11.84,SKILL,DB,1,0,5,7,222,30,262,3,125,5.960,3.377
2017,Jamal Adams,Louisiana State,71.63,214,9.25,33.38,4.56,18,31.5,120,4.13,6.96,,SKILL,DB,7,43,80,1,6,6,2092,1600,941,5.979,3.709
2017,Jehu Chesson,Michigan,74.75,204,9.13,33.25,4.47,10,35.5,132,4.09,6.7,,SKILL,WR,2,0,24,4,139,11,499,37,187,6.730,3.778
2017,Jeremiah Ledbetter,Arkansas,74.88,280,10,34.25,4.84,29,32.5,113,4.47,7.55,12.14,BIG,DL,7,3,38,6,205,13,302,9,133,6.986,4.159
2017,John Johnson,Boston College,72.63,208,9.88,32,4.61,14,37,119,4.18,6.72,,SKILL,DB,7,28,103,3,91,27,714,136,325,5.794,3.634
2017,Jonathan Allen,Alabama,74.63,286,9.38,33.63,5,21,30,108,4.44,7.49,,BIG,DL,7,48,101,1,17,17,1564,950,821,5.333,2.62
2017,Josh Malone,Tennessee,74.63,208,9.63,31.38,4.4,10,30.5,121,4.19,7.05,11.32,SKILL,WR,4,1,26,4,128,32,541,44,211,5.593,2.928
2017,Julie'n Davenport,Bucknell (PA),78.75,318,10.5,36.5,5.45,18,27,106,4.69,7.57,,BIG,OL,5,16,60,4,130,2,533,42,206,4.183,2.674
2017,Kenny Golladay,Northern Illinois,75.75,218,9.75,32,4.5,18,35.5,120,4.15,7,,SKILL,WR,6,27,73,3,96,32,687,116,305,7.254,4.773
2017,Kyle Fuller,Baylor,76.75,307,9.38,32.88,5.24,23,26,96,4.84,7.71,,BIG,OL,6,7,51,7,243,3.991,2.394
2017,Malachi Dupre,Louisiana State,74.13,196,9,31.5,4.52,11,39.5,135,4.26,7.19,,SKILL,WR,2,0,1,7,247,5.622,3.635
2017,O.J. Howard,Alabama,77.63,251,10,33.75,4.51,22,30,121,4.16,6.85,12.38,STRONG,TE,6,13,72,1,19,19,1508,875,801,7.676,4.606
2017,Pat Elflein,Ohio State,74.75,303,9.75,33.25,5.32,22,23.5,99,4.71,7.94,,BIG,OL,6,26,65,3,70,6,847,240,422,2.933,1.543
2017,Rasul Douglas,West Virginia,74,209,9.25,32.38,4.59,16,33.5,120,4.26,6.97,,SKILL,DB,7,24,105,3,99,3,671,104,293,5.663,3.776
2017,Robert Davis,Georgia State,74.75,219,9.63,33,4.44,19,41,136,4.28,6.82,11.77,SKILL,WR,3,0,7,6,209,17,293,8,131,8.315,5.642
2017,Rodney Adams,South Florida,73.25,189,9,32,4.44,8,29.5,125,4.28,6.98,11.39,SKILL,WR,5,0,1,5,170,10,397,23,142,4.705,2.203
2017,Ryan Glasgow,Michigan,74.88,302,9.63,33.38,5.13,20,27.5,105,4.62,7.55,,BIG,DL,4,3,26,4,138,10,503,37,189,4.361,2.135
2017,Ryan Switzer,North Carolina,68.5,181,9.25,28,4.51,11,32,116,4,6.77,11.14,SKILL,WR,3,3,41,4,133,5,522,40,200,4.395,1.575
2017,Sam Tevi,Utah,77,311,10.13,34,5.27,15,26,107,4.6,7.84,,BIG,OL,4,23,58,6,190,30,341,15,136,3.961,2.245
2017,Samaje Perine,Oklahoma,70.63,233,10,30.38,4.65,30,33,116,4.37,7.26,,STRONG,RB,7,20,93,4,114,18,600,66,244,5.585,3.62
2017,Sean Harlow,Oregon State,76.13,303,9.5,32,5.15,26,30.5,105,4.81,8.16,,BIG,OL,7,5,41,4,136,8,510,38,193,5.016,3.43
2017,Shalom Luani,Washington State,71.38,202,9.75,32,4.55,12,31,116,4.21,6.87,,SKILL,DB,3,2,31,7,221,29,264,3,126,4.471,2.186
2017,Shaquill Griffin,Central Florida,71.75,194,8.75,32.38,4.38,17,38.5,132,4.14,6.87,,SKILL,DB,7,28,89,3,90,26,720,140,329,7.436,4.446
2017,Shelton Gibson,West Virginia,71.13,191,8.88,32,4.5,8,32,118,4.2,6.83,11.79,SKILL,WR,3,0,20,5,166,6,409,25,145,4.317,1.733
2017,Solomon Thomas,Stanford,74.75,273,9.38,33,4.69,30,35,126,4.58,6.95,12.3,BIG,DL,7,19,99,1,3,3,2443,2200,976,7.597,4.665
2017,T.J. Watt,Wisconsin,76.25,252,11,33.13,4.69,21,37,128,4.78,6.79,,STRONG,LB,7,80,104,1,30,30,1276,620,696,6.837,4.724
2017,Takkarist McKinley,UCLA,74.13,250,9.75,34.75,4.59,24,33,122,4.32,7.48,11.83,BIG,DL,6,15,64,1,26,26,1349,700,733,6.653,3.67
2017,Tanoh Kpassagnon,Villanova,78.88,289,10.63,35.63,4.83,23,30,128,4.69,7.46,,BIG,DL,7,21,101,2,59,27,934,310,483,6.779,4.124
2017,Tarell Basham,Ohio,75.63,269,10.25,34.25,4.7,15,31.5,119,4.44,7.27,,BIG,DL,6,13,82,3,80,16,779,190,374,5.980,2.937
2017,Taylor Moton,Western Michigan,77.38,319,10.63,34.13,5.18,23,30.5,109,4.58,7.73,,BIG,OL,7,38,115,2,64,32,892,270,454,5.930,3.887
2017,Taywan Taylor,Western Kentucky,71,203,9.25,32.63,4.5,13,33.5,132,4.21,6.57,,SKILL,WR,4,6,35,3,72,8,833,230,412,5.946,3.305
2017,Tedric Thompson,Colorado,71.75,204,9.63,31.5,4.6,17,32.5,117,4.36,7.11,12.13,SKILL,DB,5,9,38,4,111,15,613,72,253,4.568,3.057
2017,Trent Taylor,Louisiana Tech,67.63,181,8.25,28.75,4.63,13,33,117,4.01,6.74,,SKILL,WR,7,7,78,5,177,17,377,21,138,4.128,1.86
2017,Tyus Bowser,Houston,74.63,247,10.13,33.25,4.65,21,37.5,127,4.29,6.75,,STRONG,LB,6,19,89,2,47,15,1049,430,559,7.347,4.819
2017,Vincent Taylor,Oklahoma State,74.75,304,10.13,34.38,5.07,26,28.5,108,4.59,7.58,,BIG,DL,5,5,40,6,194,2,330,14,135,5.706,3.328
2017,Wayne Gallman,Clemson,72.25,215,9.13,32.63,4.6,21,29.5,120,4.28,7.17,11.92,STRONG,RB,5,12,61,4,140,12,496,36,185,5.224,2.824
2017,Zach Banner,Southern California,80.38,353,10.75,34.88,5.58,22,23.5,92,5.21,8.31,,BIG,OL,5,2,30,4,137,9,507,38,191,2.956,2.078
2017,Zay Jones,East Carolina (NC),73.88,201,9,32.5,4.45,15,36.5,133,4.01,6.79,,SKILL,WR,7,24,104,2,37,5,1170,530,636,7.563,4.522
2018,Alex Cappa,Humboldt State (CA),78,305,9.25,32.63,5.39,24,26.5,97,4.84,8.04,,BIG,OL,6,36,85,3,94,30,698,124,312,3.661,2.584
2018,Andrew Brown,Virginia,76,296,9.38,34.5,5.03,31,28,101,4.48,7.51,,BIG,DL,5,2,28,5,158,30,434,28,152,6.302,3.687
2018,Anthony Averett,Alabama,72,185,,,4.36,13,31.5,119,4.4,6.93,,SKILL,DB,5,11,51,4,118,22,582,58,234,4.883,2.343
2018,Austin Corbett,Nevada,76,306,10.5,33.13,5.15,19,28,106,4.5,7.87,,BIG,OL,6,25,76,2,33,1,1228,580,670,4.550,2.451
2018,Avonte Maddox,Pittsburgh,69,180,,,4.39,13,37,125,4,6.51,10.72,SKILL,DB,6,14,64,4,125,29,553,47,218,6.320,3.116
2018,B.J. Hill,North Carolina State,76,311,10.63,33,4.99,35,26.5,101,4.53,7.28,,BIG,DL,6,27,97,3,69,5,854,245,427,6.798,4.047
2018,Bradley Chubb,North Carolina State,76,269,9.88,34,4.65,24,36,121,4.41,7.37,,BIG,DL,6,35,73,1,5,5,2184,1700,953,7.255,4.228
2018,Brian Allen,Michigan State,73,298,9.25,32.38,5.34,27,26.5,99,4.71,7.81,,BIG,OL,6,16,50,4,111,15,613,72,253,3.669,2.22
2018,Chase Edmonds,Fordham (NY),69,205,9.13,31.13,4.55,19,34,122,4.07,6.79,11.63,STRONG,RB,6,21,83,4,134,6,518,39,197,6.091,3.016
2018,Christian Kirk,Texas A&M,70,201,9.88,30.38,4.47,20,35.5,115,4.45,7.09,12.03,SKILL,WR,6,39,85,2,47,15,1049,430,559,5.500,3.423
2018,Colby Gossett,Appalachian State (NC),77,311,10.88,33.88,5.2,32,25,103,4.83,7.6,,BIG,OL,5,4,36,6,213,21,283,6,130,5.545,3.757
2018,D.J. Moore,Maryland,72,210,9.63,31.63,4.42,15,39.5,132,4.07,6.95,11.18,SKILL,WR,6,50,97,1,24,24,1389,740,752,7.478,4.543
2018,DaShawn Hand,Alabama,76,297,9.75,34.38,4.83,28,31.5,111,4.62,7.98,,BIG,DL,6,8,47,4,114,18,600,66,244,6.597,4.226
2018,Dalton Schultz,Stanford,77,244,9.25,31.75,4.75,15,32,120,4.4,7,,STRONG,TE,6,22,90,4,137,9,507,38,191,4.961,3.074
2018,Dane Cruikshank,Arizona,73,206,,,4.41,25,38.5,121,4.24,6.89,,SKILL,DB,6,4,54,5,152,24,454,31,162,7.818,5.063
2018,Davontae Harris,Illinois State,72,200,,,4.43,22,32.5,123,4.4,6.96,,SKILL,DB,5,5,42,5,151,23,457,31,164,6.440,4.038
2018,Deon Cain,Clemson,74,202,8.75,33,4.43,11,33.5,115,4.37,6.71,11.78,SKILL,WR,3,1,15,6,185,25,354,17,137,5.402,2.758
2018,Derrick Nnadi,Florida State,73,317,9.88,33.5,5.38,25,27,96,5.02,8.15,,BIG,DL,6,33,98,3,75,11,812,215,398,2.994,2.013
2018,Durham Smythe,Notre Dame,77,253,10.75,32.5,4.81,18,31,110,4.23,7.17,11.86,STRONG,TE,6,10,95,4,123,27,561,49,223,4.743,2.954
2018,Foley Fatukasi,Connecticut,76,318,10.25,34.13,5.29,33,30,112,4.53,7.44,,BIG,DL,6,22,75,6,180,20,368,19,137,6.682,4.651
2018,Genard Avery,Memphis,73,248,10.13,31,4.59,26,36,124,4.36,6.9,,STRONG,LB,5,11,62,5,150,22,461,31,165,7.552,4.986
2018,Harold Landry,Boston College,75,252,9.38,32.88,4.64,24,36,119,4.19,6.88,11.35,STRONG,LB,6,33,81,2,41,9,1118,490,604,7.722,5.025
2018,JMon Moore,Missouri,75,207,9.38,32.88,4.6,21,38,120,4.04,6.56,,SKILL,WR,1,0,12,4,133,5,522,40,200,7.554,5.153
2018,Jaire Alexander,Louisville,71,192,,,4.38,14,35,127,3.98,6.71,,SKILL,DB,6,32,71,1,18,18,1535,900,811,6.756,3.534
2018,James Looney,California,75,287,10.5,32,4.89,28,35.5,113,4.37,7.32,,BIG,DL,1,0,3,7,232,7.349,4.363
2018,Jamil Demby,Maine,76,319,10.75,33.75,5.58,17,23.5,98,4.95,7.86,,BIG,OL,2,1,6,6,192,32,336,15,136,2.305,1.271
2018,Jaylen Samuels,North Carolina State,71,225,9.5,31.25,4.54,18,34.5,121,4.28,6.93,,STRONG,TE,4,7,45,5,165,5,412,25,145,5.853,3.05
2018,Joel Iyiegbuniwe,Western Kentucky,73,229,10.25,32.63,4.6,19,35,117,4.28,7.06,,STRONG,LB,5,5,65,4,115,19,595,64,241,5.832,3.279
2018,John Franklin-Myers,Stephen F. Austin (TX),76,283,10,32.88,4.75,26,33,113,4.48,7.36,,BIG,DL,6,25,81,4,135,7,514,39,195,7.281,4.298
2018,Jordan Thomas,Mississippi State,77,265,9.63,32.25,4.74,16,27,111,4.75,7.5,,STRONG,TE,3,2,27,6,211,19,288,7,131,3.622,2.252
2018,Josey Jewell,Iowa,73,234,10,32,4.82,18,33,117,4.27,6.8,11.52,STRONG,LB,6,28,78,4,106,10,637,82,269,4.860,2.808
2018,Josh Jackson,Iowa,73,192,,,4.56,18,38,123,4.03,6.86,,SKILL,DB,5,8,49,2,45,13,1071,450,574,6.864,4.365
2018,Justin Jackson,Northwestern,72,199,9.25,30.63,4.52,13,38.5,122,4.07,6.81,11.06,STRONG,RB,5,12,59,7,251,5.978,2.847
2018,Justin Jones,North Carolina State,74,309,10,33.5,5.09,24,29,104,4.74,7.82,,BIG,DL,6,29,85,3,84,20,755,170,355,4.751,2.776
2018,Justin Reid,Stanford,73,204,,,4.4,16,36.5,128,4.15,6.65,,SKILL,DB,6,26,90,3,68,4,862,250,433,7.657,4.599
2018,Kalen Ballage,Arizona State,73,228,9.5,32.75,4.46,15,33.5,122,4.35,6.91,,STRONG,RB,4,6,52,4,131,3,529,41,204,5.717,2.937
2018,Keke Coutee,Texas Tech,70,181,8.38,29.88,4.43,14,34.5,113,4.15,6.93,,SKILL,WR,5,7,33,4,103,7,651,88,279,5.041,2.218
2018,Kenny Young,UCLA,73,236,9.5,32.38,4.6,23,36,117,4.48,7.38,,STRONG,LB,5,18,63,4,122,26,565,50,225,5.780,3.867
2018,Kylie Fitts,Utah,76,263,9.5,33,4.69,31,32.5,117,4.19,6.88,11.82,BIG,DL,4,1,28,6,181,21,366,19,137,8.039,4.921
2018,Leighton Vander Esch,Boise State,76,256,9.75,33.88,4.65,20,39.5,124,4.15,6.88,11.57,STRONG,LB,6,35,71,1,19,19,1508,875,801,7.712,5.016
2018,Leon Jacobs,Wisconsin,75,246,9.63,33.5,4.48,26,34.5,122,4.44,7.14,12.15,STRONG,LB,3,7,29,7,230,7.444,5.038
2018,Marcell Ateman,Oklahoma State,76,216,9.88,32.88,4.62,13,34,121,4.25,7.07,11.94,SKILL,WR,4,2,19,7,228,5.252,3.599
2018,Marcus Davenport,Texas-San Antonio,78,264,9.13,33.63,4.58,22,33.5,124,4.41,7.2,,BIG,DL,6,19,67,1,14,14,1663,1100,853,7.337,4.285
2018,Mark Andrews,Oklahoma,77,256,10.5,33.5,4.67,17,31,113,4.38,7.34,12.39,STRONG,TE,6,43,87,3,86,22,743,160,346,4.832,3.019
2018,Marquis Haynes,Mississippi,75,235,10,33.25,4.67,23,32,123,4.45,7.14,,STRONG,LB,6,7,71,4,136,8,510,38,193,5.923,3.999
2018,Mason Cole,Michigan,76,307,9.63,32.13,5.23,23,23.5,104,4.78,7.77,,BIG,OL,6,25,94,3,97,1,682,112,301,4.043,2.405
2018,Michael Gallup,Colorado State,73,205,9.25,31.5,4.51,10,36,122,4.37,6.95,11.84,SKILL,WR,6,30,86,3,81,17,773,185,369,5.198,3.039
2018,Mike Gesicki,Penn State,77,247,10.13,34,4.54,22,41.5,129,4.1,6.76,11.33,STRONG,TE,6,21,98,2,42,10,1106,480,597,8.619,5.544
2018,Mike Hughes,Central Florida,71,191,,,4.53,20,35.5,127,4.13,6.7,,SKILL,DB,6,11,72,1,30,30,1276,620,696,6.800,4.169
2018,Nick Chubb,Georgia,71,227,9.63,32,4.52,29,38.5,128,4.25,7.09,,STRONG,RB,6,46,77,2,35,3,1198,550,653,7.421,4.692
2018,Oren Burks,Vanderbilt,75,233,9.13,33.38,4.59,18,39.5,131,4.15,6.82,,STRONG,LB,6,11,91,3,88,24,731,150,337,7.225,4.292
2018,Peter Kalambayi,Stanford,75,252,9,33.5,4.57,19,34,121,4.36,7.13,,STRONG,LB,3,3,41,6,214,22,281,6,130,6.500,4.113
2018,Rashaan Gaulden,Tennessee,73,193,,,4.61,8,30,119,4.33,7.16,,SKILL,DB,3,1,27,3,85,21,749,165,351,3.138,1.674
2018,Richie James,Middle Tennessee State,70,183,9.25,31.25,4.48,6,35.5,122,4.16,6.87,11.44,SKILL,WR,6,13,66,7,240,4.647,1.938
2018,Royce Freeman,Oregon,71,229,9.5,32,4.54,17,34,118,4.16,6.9,11.64,STRONG,RB,6,13,79,3,71,7,840,235,417,5.823,2.836
2018,Ryan Izzo,Florida State,77,256,9.25,31.38,4.94,18,33,110,4.43,7.15,12.15,STRONG,TE,4,3,19,7,250,4.243,2.96
2018,Sam Jones,Arizona State,77,305,9.5,31,5.32,28,27,101,4.86,7.92,,BIG,OL,1,0,5,6,183,23,360,18,137,4.471,3.227
2018,Scott Quessenberry,UCLA,76,310,9.75,31.75,5.09,25,33.5,111,4.69,7.5,,BIG,OL,5,13,79,5,155,27,444,29,157,6.386,4.124
2018,Siran Neal,Jacksonville State (AL),72,199,,,4.56,17,40.5,122,4.28,7,,SKILL,DB,6,5,97,5,154,26,447,30,158,6.039,4.077
2018,Taron Johnson,Weber State (UT),72,180,,,4.5,17,33,118,4.28,7.03,,SKILL,DB,6,30,88,4,121,25,570,52,227,5.127,2.902
2018,Taven Bryan,Florida,76,291,9.75,32.75,4.98,30,35,119,4.48,7.12,,BIG,DL,6,19,96,1,29,29,1294,640,705,7.697,4.859
2018,Trevon Young,Louisville,76,258,10,33.75,4.78,25,33,114,4.4,6.99,11.6,BIG,DL,1,0,2,6,205,13,302,9,133,7.143,4.055
2018,Trey Quinn,Southern Methodist (TX),71,203,10.13,30.75,4.55,17,33.5,116,4.19,6.91,11.4,SKILL,WR,3,2,16,7,256,5.488,3.207
2018,Trey Walker,Louisiana-Lafayette,74,200,,,4.51,14,33,119,4.28,7,11.27,SKILL,DB,6,13,79,3,82,18,767,180,364,5.394,3.182
2018,Troy Apke,Penn State,74,198,,,4.34,16,41,131,4.03,6.56,,SKILL,DB,5,6,52,4,109,13,623,76,259,8.297,5.068
2018,Tyler Conklin,Central Michigan,75,254,9.75,33.25,4.8,18,38,120,4.23,7.13,11.43,STRONG,TE,6,16,98,5,157,29,438,29,154,5.900,4.033
2018,Tyrell Crosby,Oregon,77,309,10.75,35.25,5.23,17,30,105,4.77,7.89,,BIG,OL,3,11,38,5,153,25,451,30,160,4.134,2.569
2018,Will Clapp,Louisiana State,76,311,9.63,31.25,5.39,25,29,97,4.92,8.04,,BIG,OL,6,11,65,7,245,3.734,2.711
2018,Will Dissly,Washington,76,262,10.25,32,4.87,15,28,111,4.4,7.07,12.12,STRONG,TE,6,11,72,4,120,24,574,54,229,3.797,2.271
2018,Will Hernandez,Texas-El Paso,74,327,9.88,32,5.15,37,24,104,4.7,7.59,,BIG,OL,6,34,92,2,34,2,1213,560,661,5.585,3.525
2018,Wyatt Teller,Virginia Tech,76,314,10.25,34,5.24,30,29,114,4.84,7.45,,BIG,OL,6,35,83,5,166,6,409,25,145,6.091,4.31
2019,Alexander Mattison,Boise State,70.88,221,9.13,31,4.67,22,35,127,4.29,7.13,11.69,STRONG,RB,5,18,75,3,102,6,656,92,282,5.767,3.582
2019,Amani Hooker,Iowa,71.63,210,9.13,30.13,4.48,14,37,123,4.1,6.81,11.59,SKILL,DB,5,15,66,4,116,20,591,62,239,6.729,3.883
2019,Amani Oruwariye,Penn State,73.63,205,9,31.38,4.47,17,36.5,120,4.16,6.82,,SKILL,DB,5,11,54,5,146,18,474,33,173,7.168,4.394
2019,Andre Dillard,Washington State,77,315,10,33.5,4.96,24,29,118,4.4,7.44,,BIG,OL,5,11,59,1,22,22,1434,780,771,7.178,4.35
2019,Andy Isabella,Massachusetts,68.75,188,8.38,29.75,4.31,15,36.5,121,4.15,6.95,,SKILL,WR,5,4,43,2,62,30,909,284,466,6.070,3.2
2019,Anthony Nelson,Iowa,79,271,9.88,34.88,4.82,18,35.5,118,4.23,6.95,,BIG,DL,5,11,75,4,107,11,632,80,265,7.022,3.916
2019,Ben Banogu,Texas Christian,75.5,250,9,33.63,4.62,23,40,134,4.27,7.02,,STRONG,LB,4,4,50,2,49,17,1028,410,545,7.852,5.325
2019,Ben Burr-Kirven,Washington,72.13,230,8.88,31.88,4.56,21,34.5,121,4.09,6.85,11.43,STRONG,LB,2,2,32,5,142,14,489,35,181,6.896,3.869
2019,Blake Cashman,Minnesota,73.13,237,8.75,30.13,4.5,18,37.5,124,4.12,6.95,,STRONG,LB,5,13,44,5,157,29,438,29,154,7.083,4.042
2019,Chauncey Gardner-Johnson,Florida,70.88,210,9.25,30.88,4.48,17,36,117,4.2,7.03,,SKILL,DB,5,17,58,4,105,9,642,84,272,6.147,3.703
2019,Chris Lindstrom,Boston College,75.75,308,9.5,34.13,4.91,25,30.5,117,4.54,7.61,,BIG,OL,5,33,71,1,14,14,1663,1100,853,6.791,4.136
